id,title,content,tags
7460,How to calculate quadcopter lift capabilities?,"I'm looking for an equation (or set of equations) that would allow me to predict (with fair accuracy) how heavy a payload a quadcopter is capable of lifting.
I assume the main variables would be the weight of the copter as well as the size + power of the 4 rotors. What general approach can one use to make such a determination?
",quadcopter
7462,How do safety cages around quadcopter rotors/blades affect lift capabilities?,"I am interested in building a quadcopter from scratch.
Because I like to err on the side of caution, I'm considering adding ""safety cages"" around each propeller/rotor, to hopefully prevent (at least minimize) the chance of the spinning rotor blades coming into contact with someone. Without knowing much about the physics behind how ""lift"" works, I would have to imagine that cages present two main problems for rotors:

They add weight to the copter making it harder to lift the same payload; and
They're sheer presence/surface area makes it harder for the spinning rotor to generate lift and push down away from the ground

The former problem should be obvious and self-evident. For the latter problem, what I mean by ""surface area"" is that I imagine that the more caging around a spinning rotor, the more difficult it will be to lift effectively. For instance, a spinning rotor might have the ability to generate enough power to lift, say, 2kg. But if we were to construct an entire box (not cage) around the entire rotors, with 6 sides and no openings, I would imagine its lift capability would drop to 0kg.
So obviously, what I'm interested in is a cage design that provides adequate safety but doesn't ""box in"" the rotor so much that it causes the rotor to be ineffective or incapable of providing lift. So I'm looking for that optimal tradeoff of safety (boxing/caging around the spinning rotor) and lift performance.
I would imagine calculating and designing this is a pretty huge undertaking with a lot of math behind it. I'm just wondering if anyone has already figured all this stuff out, or if anyone knows of a way to model this safety-vs-lift-performance trade off in some way.
",quadcopter
7463,Stewart platform as robotic wrist joint,"I'm planning the design of a wrist for a humanoid robot. I would like to choose a design that is sturdy while allowing for dexterity comparable to a human wrist.
One option that was presented to me was to use a Stewart platform. This setup appears to correctly recreate all possible movements of the human hand. My immediate concern is that this platform will use a total of six actuators which will require additional power and computational requirements. I don't want to commit to this design until I am certain that there isn't a better alternative.
Is a Stewart platform a good choice for replicating the dexterousness of the human wrist? If not, what is a better solution?
",robotic-arm design actuator joint humanoid
7470,7DOF inverse kinematics spherical wrist,"Is it possible to apply kinematic decoupling for a 7 DOF 7R manipulator with spherical wrist?  If it is possible, can anyone suggest a reference on how to apply this approach with a redundant manipulator with spherical wrist, or explain why it is not possible? 
I'm working with Robotic Toolbox (matlab) and the numeric algorithm can find the inverse kinematics solution without a problem if I don't specify the orientation.  And I was thinking about solving the problem a second time considering the spherical wrist.  Will this approach work?
",inverse-kinematics manipulator matlab
7472,Wiring & driving TowerPro SG90 servos,"I got my hands on a few Tower Pro SG90 9G servos but cannot find their schematics or datasheet anywhere (besides that link).
I have the following concerns:

Looks like they're rated for 4.8V, but will they tolerate a 5V supply?
How do I determine the current they require, in amps, mA, etc.?
There's 3 wires: brown, red & yellow-orange, what do each of these guys do?

If I had to guess I'd say that red is power, another one is direction, and another one is the position to rotate to


",rcservo wiring
7474,How do I accurately calculate the speed of a rotary encoder at a high sample rate?,"I'm aiming to control a motorized joint at a specific speed. To do this, I'm planning on attaching a rotary encoder to do this.
I'll be controlling the motor with a PID controller. With this PID controller, I need to control the joints based on their velocity.
Since:

It would make sense to do something like this:
double getCurrentSpeed() {
    return (currentAngle - lastAngle) / samplingRate;
}

However, there's an issue; the encoder doesn't provide a high enough resolution to accurately calculate the speed (the sample rate is too high). I want to have updated data every 5-15 ms (somewhere in that range as my current motors seem to be able to respond to a change in that range)
Some more information:

14 bit precision (roughly 0.0219726562 degrees per ""step"" of encoder
I'd like to be able to calculate as small of speed differences as possible
As the motors will be going fairly fast (120+ degrees/second at highly variable speeds and directions), so the feedback has to be accurate and not delayed at all

So, a couple of ideas:

I can find encoders that I can sample at a very high rate. I was thinking about sampling the time between the changes of the encoder's value. However, this seems finicky and likely to be noise-prone
I could do some sort of rolling average, but that would cause the data values to ""lag"" because the previous values would ""hold back"" the output of the calculations somewhat and this would play with my PID loop some
Noise filter of some sort, although I don't know if that would work given the rapidly changing values of this application

However, none of these seem ideal. Is my only option to get a 16 bit (or higher!) encoder? Or is there another method/combination of methods that I could use to get the data I need?
",motor pid algorithm
7475,Can I control more than 18 servo motor with a Raspberry Pi,"I'm trying to make an hexapod with 18 servo motors and i'm asking how to control them with a Raspberry Pi. (Never used it). I saw lot's of stuff to control 1, but 18, 20...
Currently I'm working on an Arduino Mega, and a SSC-32 board, but I found the result to slow and jerky.
At this end, I want to add a camera and processing the image, I know an Arduino can't handle that process but a Raspberry Pi can ?
Thank for all information about that subject :) 
",arduino raspberry-pi cameras servomotor
7483,How to transform x y z coordinates to Tx Ty Tz?,"I need to get coordinates of the specific points from 2D CAD file and transform them so that I could use them to move the robotic arm to those points. The problem is that I only get x y z coordinates and the robotic arm needs x y z Tx Ty Tz coordinates to move to the certain position. 
Any suggestions?
Edited:
My task: I need robotic arm to go through certain points on PCB board and heat soldering paste. I could do it manually by setting points with pendant. But a much easier way would be to get coordinates of those points from CAD file and write a code using PC.

this is how code for linear motion to a certain point looks like
I only could find this manual.
This is pendant manual maybe it will be helpful.
I am second year student in ""Robotics and mechatronics"". I'm currently in a internship at the scientific research institution. I really appreciate your help!
",robotic-arm
7485,Matlab: System simulation with dynamic state matrix / input matrix,"I have the following system:
$$\dot{x} = A(t)x+B(t)u$$
$$y = x$$
$A(t)$ and $B(t)$ are actually scalar, but time-dependent. If they would be constant, I could simulate the system in Matlab using:

lsim(sys,u,t,x0);
However, it would be nice to simulate the system with dynamic state and input matrix. The matrices are based on measurement data, this means I would have for each discrete time step $t_i$ another matrix $A(t_i)$. Any suggestions how to do that?
",dynamics matlab simulation
7486,How to determine how long a battery will power a robotic circuit for?,"Obviously robotic circuits draw different amounts of power/current. So given the same battery, say, a 9V, then connecting it to 2 different circuits will deplete it at two different rates. Robot/Circuit #1 might drain the battery in 5 minutes. Robot/Circuit #2 might drain the battery in 20 minutes.
What ratings do batteries have that allows us to figure out how long it will power a circuit for? Bonus points: does this same rating uphold for solar panels and, in deed, all power supplies (not just batteries)?
",power battery circuit
7489,Understanding how solar panels can supply power to robotic circuits,"Say I have this solar panel that outputs 6V at 330mA, or ~1.98 Watts. If I connect that to Arduino, which expects a 5V supply at (roughly) 50mA, then the Arduino as a whole requires 5V * .05A = 0.25 Watts to power it. To me, if I understand this correctly, then in perfect weather/sunlight, the solar panel will power Arduino all day long, no problem.
Now let's say we wire up 4 motors to the Arduino, each of which draw 250 Watts. Now the Arduino + 4 motors are drawing ~1.25 Watts. But since the panels are still outputting 1.98 Watts, I would think that (again, under perfect sunlight) the panel would power the Arduino and motors all day long, no problem.
Now we add 4 more motors to the Arduino circuit, for a total of 8 motors. The circuit is now drawing 1.25 Watts + 1 W = 2.25 Watts. I would expect the solar panel to no longer be capable of powering the circuit, at least properly.
My first concern here is: am I understanding these 3 scenarios correctly? If not, where is my understanding going awry?
Assuming I'm more or less on track, my next question is: can solar panels be ""daisy chained"" together to increase total power output? In the third case above, is there a way to add a second solar panel into the mix, effectively making the two panels output 1.98 Watts * 2 = 3.96 Watts, which would then make them capable of powering the Arduino and its 8 motors (yet again, assuming perfect weather/sunlight conditions)?
",power circuit
7491,Wiring necessary to route power from any one of several rechargeable batteries,"I'm looking for my robotics project to draw its power from one of 3 rechargeable batteries; basically whichever has the most ""juice"" in it. From the initial research I've already done, I believe I could connect each rechargeable battery (probably LiPo) to a diode, and then wire each of the 3 diodes in series.
However, being so new to robotics/electronics, I guess I wanted to bounce this off the community as a sanity check, or to see if there is a better way of achieving this. Again, what I am looking for is a way for the circuit to automagically detect that battery #1 has more power than battery #2, and so it ""decides"" to draw power from #1. The instant #1 is depleted or deemed ""less powerful"" than #2, the #2 battery takes over. Thoughts/criticisms?
",power battery wiring
7493,Discover vector/angle between stereo camera pose and vehicle body,"I have a calibrated stereo camera system that is mounted in a passenger car which means I am able to retrieve a point cloud from my stereo image. However, I need to find how well is the camera aligned with the vehicle - read: if the camera is perfectly facing forwards or not. I guess it will never perfectly face forwards so I need to get the angle (or rather 3D vector) between ""perfect forwards"" and ""actual camera pose"".
What came to my mind is to drive the vehicle possibly perfectly forwards and use stereo visual odometry to detect the angle of vehicle movement as seen by camera (which is the vector I am looking for). The LIBVISO library for visual odometry can output a 3D vector of movement change from one stereo frame to another which could be used to detect the needed vector.
The only problem may be to actually be able to drive perfectly forward with a car. Maybe an RTK GPS could be used to check for this or for correction. Will anyone have a suggestion on how to proceed?
The stereo camera I use consists of 2 separate Point Grey USB cameras. Each camera is mounted on a windshield inside the car with a mount like this one. The cameras were calibrated after mounting. The stereo baseline (distance between the cameras) is about 50 cm.
",stereo-vision odometry
7494,Spring with electronically adjustable stiffness,"I would like to build a mechanical module that acts like a spring with electronically controllable stiffness (spring rate).
For instance, let's imagine a solid, metallic cube, 0.5 m each side. On the top side of the cube, there is a chair sitting on top of a solid mechanical spring. When you sit on the chair, it would go down proportionally to your weight, and inversely proportional to the spring's rate. 
What I want is that this spring's rate be electronically adjustable in real time, for instance a microcontroller system might increase the spring's rate when it detects a larger weight.
I'm using this example to best describe what I want to achieve because I'm not a robotics specialist and I don't know the inside terms.
Is there already an electro-mechanic module as the one I'm describing? (obviously nevermind the cube and the chair, it's the spring I'm interested in).
",actuator
7497,Torque of coreless DC micro motor,"I would like to build a small two-wheeled robot similar to the one shown here.
In order to keep the robot small, I intend to use two coreless micro motors like the one shown bellow. The power source would be 2 AAA or AA batteries, in order to reach 3 V. These batteries would represent the bulk of the weight of the robot. The rest of the robot would be virtually weightless.
The specifications of one of such motor are:

My question is if small DC motors of this type have enough torque to even make the robot start moving. I have been unable to find torque info on these kind of motors and I suspect the weight of the robot could be too much for them to handle. Do you know the typical torque of such motor? Is there another type of (cheap) motor more appropriate for this project?

",mobile-robot motor wheeled-robot torque
7498,Measurement and physics model fusion,"I am combining two position measurements of a ball from two sensors in real time to obtain one triangulated position in x,y,z coordinates. As the data exchange of the measurements carries some latency, the data has to be extrapolated be able to obtain the current position. Due to extrapolation an error appears in the triangulated data.
I know that when the ball is in the air, the velocity of the ball should be constant in x and y directions and the velocity in the z direction should decay with g. The velocities in x and y however oscillate as function of time around a mean value which is the actual x respectively y velocity. The same goes for when I compute the acceleration in the z direction. It oscillates as function of time around g.
Given that I know how the ball should behave, i.e. that vx and vy should be constant and that the acceleration in the z direction should be z, how can I impose these conditions to better estimate the triangulated position? 
",sensor-fusion
7499,Can I use Bipolar stepper motor driver to drive Unipolar motor in Unipolar configuration?,"Can I use Bipolar stepper motor driver to drive Unipolar motor in Unipolar configuration ?
",stepper-motor stepper-driver
7502,Control both Velocity and Position (Linear actuator),"I am trying to control the velocity+position of a linear actuator.
At this moment I am able to control the position or the velocity. But I'm trying to control both. What the control has to do: Let the linear actuator drive to a position i.e. 0 to 100 cm with a constant velocity of 1cm/s.
I control the actuator using a PWM signal. And I measure the velocity and position using a position sensor on the shaft.
What kind of control is preferred, PID in cascade?
If so,what would the code look like.
Any other kind of control would function better?
Thanks in advance!
EDIT:
A more describing picture.

I want a Velocity controlled Position controller.
Hopefully this will make it clear
EDIT
My first try is with a trapezoid wave. Maybe there is an easy way without to much calculation power to change it a s-curbe. Then the accelartion/jerk will be alot smoother.
        I let the microcontroller calculate 3 different formulas afterwards it will calculate it using loop iteration. This way I can use one PID for the position. The parameters in the following code will fictional:

A big problem with the code above is that the amount of accelartion loops is a constant. It can not be changed except when you already know the amount of loops it will take.
I will be using two separate arduinos, they will be connected using a CAN-bus connection. Anyway, they won't communicate through it unless the load becomes too high. This will make Master/Slave impossible. Also the system has to be modular: adding another actuator to circuit won't be a problem. The actuator is speed controlled by using a PWM signal. The linear sensor will deliver a 0-10v signal which i will reduce to 0-5v by a simple voltage divider. The loop will be around 5 to 10 ms, will depend on the maximum looptime.
Arduino has a 10-bit(1023) ADC but use of oversampling I will probably try to increase it to 12-bit. To not decrease the reading speed I will decrease the prescaler of the ADC.
The PWM output is 8-bit(255), I am trying to find a way to further increase. Because I think 255 steps are too low for my application.
Because the Arduino has limit internal memory, pre calculating all the positions is impossible.
Thank you all for the help so far!
",arduino pid microcontroller
7506,Converting a 2D array of bits to a connectivity map (Code Debugging),"I'm working on an robot that would be able to navigate through a maze, avoid obstacles and identify some of the objects (Boxes in which it has to pot the balls)  in it. I have a monochromatic bitmap of the maze, that is supposed to be used in the robot navigation.
Up till now, I have converted/read the bitmap image of the maze into a 2D array of bits. Right now I am writing a code that should convert the 2D array (that represents the maze) into a connectivity map so that I could apply a path planning algorithm on it. Mr. @Chuck has helped me by providing a code in MATLAB. i have converted that code into C++, however the code isn't providing the right output. Kindly see the code and tell me what I am doing wrong.
I am sharing the link to the 2D array that has been made, the MATLAB code, and my code in C++ to convert the array into a connectivity map.
Link to the 2D array:-

MATLAB CODE:-

Code in C++:-
int **digraph = NULL;
digraph = new int *[6144];

for (int i = 0; i < 6144; i++)
{
    digraph[i] = new int[6144];
}

for (j = 0; j < 96; j++)
{
    for (z = 0; z < 64; z++)
    {
        currentPos = sub2ind[j][z];
        digraph[currentPos][currentPos] = 0; //------NEW ADDITION-----------

    if ((z - 1) >= 0)
        {
            destPos = sub2ind[j][z - 1];
            digraph[currentPos][destPos] = bitarray[j][z] * bitarray[j][z - 1];
        }

    if ((z + 1) < 64)
        {
            destPos = sub2ind[j][z + 1];
            digraph[currentPos][destPos] = bitarray[j][z] * bitarray[j][z + 1];
        }

    if ((j - 1) >= 0)
        {
            destPos = sub2ind[j - 1][z];
            digraph[currentPos][destPos] = bitarray[j][z] * bitarray[j - 1][z];
        }

    if ((j + 1) < 96)
        {
            destPos = sub2ind[j + 1][z];
            digraph[currentPos][destPos] = bitarray[j][z] * bitarray[j + 1][z];
        }
    }

}

ofstream connectivityMap;
connectivityMap.open(""diGraph.txt"");

for (int l = 0; j < 100; l++) // printing only 100 elements
{
    for (int k = 0; k < 100; k++)
    {
        connectivityMap << digraph[l][k] << "" "";
    }
}

",mobile-robot localization mapping planning
7507,Circuit Design and Simulation,"I want to design some circuits of my own. My area of expertise is in Computer Science Engineering. I have listed out the components which are essential in the circuit. I want a software which can be used to design and simulate circuits for real time projects. Please suggest me the best among them. Thank you.
@AkhilRajagopal
",software electronics
7510,Improving Velocity estimation,"I have a sensor reduction model which gives me a velocity estimate of a suspension system(velocity 1) .
This suspension system estimate velocity is used to calculate another velocity(velocity 2) via a transfer function/plant model.
Can I use velocity 2 to improve my velocity estimate (velocity 1) through Kalman filtering or through some feedback system.??

V1 is ""estimated"" using these two sensors.That is fed into a geroter pump (Fs in diagram) which pumps fluid to manupulate the damper viscous fluid thereby applying resistance to the forces applied to the car body. There is no problem did I have an velocity sensor on the spring.I could measure it accurately but now I only have an estimate. I am trying to make the estimate better.Assume I have a model/plant or transfer function already that gives me the V2 given a V1.
",control sensors pid kalman-filter
7513,What are the frequencies used for within drones?,"What are these frequencies used for within the drone technology, and why these values?

35 MHz
433 MHz
868 MHz
2.4 GHz
5.8 GHz

",quadcopter wireless radio-control
7517,Need help regarding EKF in MonoSLAM,"I am trying to understand the implementation of Extended Kalman Filter for SLAM using a single, agile RGB camera. 
The vector describing the camera pose is 
$$
\begin{pmatrix}
r^W \\
q^W  \\
V^W \\
\omega^R \\
a^W \\
\alpha^R
\end{pmatrix}
$$
where:

$r^W$ :   3D coordinates of camera w.r.t world
$q^W$ :   unit quaternion describing camera pose w.r.t world
$V^W$ :   linear velocity along three coordinate frames, w.r.t world
$\omega$ :   angular velocity w.r.t body frame of camera

The feature vector set is described as 
$$
\begin{pmatrix}
y_1 \\
y_2  \\
\vdots \\
y_n
\end{pmatrix}
$$
where, each feature point is described using XYZ parameters.
For the EKF acting under an unknown linear and angular acceleration $[A^W,\psi^R] $ , the process model used for predicting the next state is:
$$
\begin{pmatrix}
r^W + V^W\Delta t + \frac{1}{2}\bigl(a^W + A^W\bigr)\Delta t^2 \\
q^W \bigotimes q^W\bigl(\omega^R\Delta t + \frac{1}{2}\bigl(\alpha^R + \psi^R\bigr)\Delta t^2\bigr)   \\
V^W + \bigl(a^W + A^W\bigr)\Delta t\\
\omega^R + \bigl(\alpha^R + \psi^R\bigr)\Delta t \\
a^W + A^W \\
\alpha^R + \psi^R
\end{pmatrix}
$$

So far, I'm clear with the EKF steps. Post this prediction step, I'm not clear how to perform the measurement update of the system state.
From this slide, I was under the impression that we need to initialize random depth particles between 0.5m to 5m from the camera. But, at this point, both the camera pose and the feature depth is unknown.

I can understand running a particle filter for estimating feature
depth if camera pose is known. I tried to implement such a concept in this project: where I read the camera pose from a ground truth file and keep triangulating the depth of features w.r.t world reference frame
I can also comprehend running a particle filter for estimating the
camera pose if feature depths are known.

But both these parameters are unknown. How do I perform the measurement update?
I can understand narrowing down the active search region for feature matching based on the predicted next state of the camera. But after the features are matched using RANSAC (or any other algorithm), how do I find the updated camera pose? We are not estimating homography, are we?
If you have any idea regarding MonoSLAM (or RGB-D SLAM), please help me out with understanding the EKF steps.

To be more specific: is there a homography estimation step in the algorithm? how do we project the epipolar line (inverse depth OR XYZ) in the next frame if we do not have any estimate of the camera motion?
",slam ekf
7519,Structuring EKF to estimate pose and velocity with odometry inputs,"I have a differential drive robot for which I'm building an EKF localization system.  I would like to be able to estimate the state of the robot $\left[ x, y, \theta, v, \omega \right]$ where $x, y, \theta$ represent the pose of the robot in global coordinates, and $v, \omega$ are the translational and rotational velocities. Every mobile robot Kalman filter example I've seen uses these velocities as inputs to prediction phase, and does not provide a filtered estimate of them. 
Q: What is the best way to structure a filter so that I can estimate my velocities and use my measured odometry, gyroscope, and possibly accelerometers (adding $\dot{v}$ and $\dot{\omega}$ to my state) as inputs? 
My intuition tells me to use a prediction step that is pure feedforward (i.e. just integrates the predicted velocities into the positions), and then have separate updates for odometry, gyro, and accelerometer, but I have never seen anyone do this before. Does this seem like a reasonable approach?
",localization kalman-filter gyroscope odometry
7521,Calculate required motor torque through Harmonic Drive,"I have a term project which is controlling a two-link manipulator with harmonic drive installed at each joint.
To control, i used Computed control method to determine the torque needed for each joints based on the formula: 
 $$\tau_i =M(\theta)(\ddot{\theta_i}+K_d\dot{e}+K_pe)+V+G  $$
To calculate the torque that each motor needs to produce through harmonic drive, i use: 
$$\tau_{motor} =(J_m+J_g)\rho\ddot{\theta_i}+\frac{\tau_i}{\rho\eta_g}$$
where:
 $\rho$ and $\eta_g$ are gear ratio and efficiency of the harmonic drive. $J_m$ and $J_g$ are the motor and gear inertia, respectively. 
after these calculation, i can see the effect of harmonic drive in the system by comparing input torque from motor in the model with harmonic drive ($\tau_{motor}$) to that torque in the model without harmonic drive ($\tau_i$) 
But my professor doesn't agree the formula $\tau_{motor}$ i used. He want me to include the stiffness $k$ of the harmonic drive.
This is what i have done
P/S: This model which consists of two-link manipulator+harmonic drive at each joint is built in MATLAB.  
Can anyone suggest me the formula about it? 
Thank you so much.
",actuator manipulator
7522,Highspeed with gearbox or low speed for brushless motor?,"I'm attempting to control a small vehicle at relatively slow (.5 m/s - 1 m/s) speeds, but with extreme accuracy (1mm). For the drive system, I'm considering using brushless motors as they have a much greater power / volume ratio than I am able to find with brushed motors, especially at this small size.
I will be using wheels between 1"" and 2"" diameter, so the RPM I will be looking for is between 150 - 500 RPM at max. This would suggest either driving the motors at a low speed directly, or driving them at a high speed and gearing them down. As I understand it, both setups will give high torques, as brushless motors decrease torque with speed. With brushed motors, it's quite obvious that a gearbox is necessary as otherwise there is no torque in the system, but here the choice isn't as clear, which is why I am asking.
tl;dr Use brushless motors at high speed with gearbox or low speed (ungeared) for high torque / low speed / high precision application?
",motor brushless-motor
7533,Which middleware for IPC and multi-threading in a autonomous robot?,"Aim: To use multi-threading and inter-process communication(IPC) when coding an autonomous robot.
Platform: Embedded Linux (Yocto)
Constraints : Limited CPU power.
We are building an Autonomous Underwater Vehicle, to compete in the RoboSub competition. This is the first time I am doing something like this. I intent to use a middleware like ROS, MIRA, YART, MOOS etc. The purpose of using one is that I want to modularise tasks, and divide the core components into subsystems, which should be run parallel(by multi-threading). But I have limited computational power (a dual core omap SoC), and the middleware, while robust should also be very efficient.
I need to use a middleware, because I don't want the program to be run on a single thread. My CPU has two cores, and it would be great if I could do some multi-threading to improve performance of the program. The middleware will provide for me the communication layer, so I don't have to worry about data races, or other problems associated with parallel processing. Also I have no prior experience writing multi-threaded programs, and so using parallel processing libraries directly would be difficult. Hence IMO, middlewares are excellent choices.
In your experience, which is the best one suited for the task. I don't really want to use ROS, because it will be having a lot of features, and I wont be using them. I am a computer science student(under graduate freshman, actually) and don't mind getting my hands dirty with one which has not that much features. That's true if only it will take less toll on the CPU.
",ros communication underwater operating-systems
7534,On-board monocular odometry for quadcopter stabilization,"Has anyone done this with EKF/PID on a small microcontroller? Or know of code snippets to help implementing this?
",quadcopter odometry stability
7535,Detecting the presence of a person in a room,"I am working on my first hobby project and I'm not very familiar with sensors yet. I am trying to build a system which detects the presence of a person in a small room with a single entrance/exit door.
The idea is when the first person enters the room, the lights turn on and any following person doesn't affect state of the lights. After the last person leaves, the lights should turn off. In a programmatic sense, the lights should turn on when present person count is greater than 0.
I have explored my options and found out that infrared sensors are usually used for this type of problem. What I am not sure is how to detect whether person has entered or left, so I would like to ask for some help with this.
",sensors
7537,Inverting a transform (Reading J Craig's book on Robotics),"From Introduction to Robotics by J.J. Craig, chapter 2, Page no. 36:
Could anyone explain how that equation was derived/formed? I am stuck on this page due to failing to understand where the equation came from. Thank you.

",design theory books
7542,Starter Looking For Advice,"I'm no professional. At 29 I just became seriously interested in robotics a few months ago and have been researching everything I can since. Now that I've come to understand how far robotics have truly come I have a desire to try to make my own.
Granted, I know nothing about coding or programming. I have no idea where to begin. And I know it'll probably, the first time at least, be something small rather than a huge life altering project.
Thus, if anyone could suggest to me good resources for a beginner I'd massively appreciate it.
",beginner
7547,Lagging sensor data for PID,"Let's say a PID is implemented and the errors are calculated using the sensor data, but the sensor data lags by certain amount of time because of the overhead. And the lag time is smaller than the sampling period, how well does PID performs? What I am thinking is that PID will calculate errors based on past data, and use that to control. How will using a Kalman filter to estimate the actual sensor data help? 
",pid kalman-filter
7549,"Question for those who have experience using stereo cameras/module (e.g. ZED, DUO M, Bumblebee, etc.)","This is a question for those of you who have experience using stereo cameras/modules like the ZED, DUO M, Bumblebee cameras, etc. (not TOF cameras). I can't find any sample disparity outputs out there on the internet, and I can't find any information on how they perform. Basically here are a few things I'd like to know to those of you who used any of the cameras mentioned above (and others)

What resolution and no. of disparities did you work with? 
How was the framerate? 
On what hardware?
Did the camera have an ASIC of some sort to produce the disparity maps, or did it require a host?
How was the quality?

For those who used the ZED camera, there is a promotional video on youtube. Are the disparity maps really that good?
",cameras stereo-vision
7552,Pull-down resistor for inter-chip and sensor-to-chip communication,"I understand the concept of using a pull-up/pull-down resistor when implementing a button/switch with Arduino to avoid a floating state, and in fact I have implemented this quite often.
But I am not too sure if a pull-down resistor is necessary in chip-chip or chip-sensor communication.
I am connecting a coin acceptor to the Arduino (common ground). The coin acceptor's output pin gives a short pulse each time there is a coin inserted. So far I am connecting the output pin of the coin acceptor directly to an Arduino pin and it works without any problem. Is a pull-down resistor (on this line) usually required as precaution in this case?
Also I have the same question when connecting 2 pins of 2 separate Arduino's (also common ground) so that one Arduino can read pulses from the other.
Thanks in advance for any experience shared!
Dave
",arduino
7556,Mini Recorder from RC Heli Parts,"I had a RC Helicopter (with video,picture, and audio taking capabilities) that recently ""died"" (unrelated to short circuit). The reciever board short circuted, but the board that sent data to micro-sd card and had camera+mic was fine. I can access the data on the micro-sd card through the circuit, with a USB cable. The reciever board sent data via a 4 wire bundle to the camera board to make it take pictures/record audio. Is there any way to still do this from my computer (from the USB), and turn it into a mini spy camera? (Not remotely, jst through a cable)
I got this heli a while back so I don't have the heli number but the camera board number is , and the reciever board number is 3319B rev.a
Reciever Board Image

Camera/Data Board Image

",control cameras circuit
7557,Troubleshooting Xbox Kinect 360,"I recently got libfreenect running on my mac and was able to test out  which uses some of the 3D capabilities of the depth sensor.
I noticed that the Kinect would only respond / pick up movement that happened within a range of about 3-6 inches in front of the sensor.
I thought this may be because the lights where on so I turned them off. It seemed to get a little better but it still only ""works"" if something is block the sensor almost completely.
Does anyone know if this is something that can be solved? I know it's an old sensor but I got it for $20 so I could do some prototyping with it.
Notes:

laser project is ON
light starts out blinking then goes solid green
when not level light goes red
RGB camera works but is a little choppy and sometimes shows tears in the picture.

freenect-glcplview output (snippet):
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 70] Expected 1748 data bytes, but got 948
[Stream 70] Expected max 1748 data bytes, but got 1908. Dropping...
[Stream 70] Expected max 1748 data bytes, but got 1908. Dropping...
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948

freenect-regview output (snippet)
[Stream 70] Invalid magic 2dc5
[Stream 70] Invalid magic aaf5
[Stream 70] Invalid magic dddb
[Stream 70] Invalid magic 9272
[Stream 70] Invalid magic 9873
[Stream 70] Invalid magic 9b8b
[Stream 70] Invalid magic 59eb
[Stream 70] Invalid magic 88f1
[Stream 70] Invalid magic 75ee
[Stream 70] Invalid magic ffff
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Lost 1 packets
[Stream 80] Lost 15244 total packets in 514 frames (29.657587 lppf)
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Expected 1908 data bytes, but got 948
[Stream 80] Invalid magic 3b46
[Stream 80] Lost 1 packets

Found this which gives me the idea that this may be a USB issue: Regular receipt of undersized packet.
",kinect
7558,Problems about Complementary Filter IMU tuning,"I'm developing a project consists of an IMU controlled by Arduino through which you can send via a radio module, the data to the PC of the three Euler angles and raw data from the sensors.
For filtering I used the code made available by SparkFun: Razor AHRS 9 dof

The code does not provide radio transmissions and is tuned for 50 Hz sampling rate, in fact its parameters are:

in this project data is read every 20ms (50Hz) and records of the sensors are set to the accelerometer odr 50hz and 25 bandwidth. with the gyroscope 50 Hz odr.
In my project I used a gyroscope different, namely that I used L3G4200D frequency odr starting at 100Hz, I set then registers with the 100Hz. My global data rate is 33Hz max, beacouse the use of a radio, i read the complete date with a frequency of 33Hz.
How can i tune the Ki and Kp of my setup? the Kp is the period, I have to consider the frequency odr that I set to register in the individual sensors or i have to set the global system sample rate limited to 33Hz by the radio transmission?
",arduino imu gyroscope sensor-fusion
